## Dateiname: 3-grams_default91.alph.tab
## Alphabet: default91.alph
## Modulus: 91
## Text: gutenberg.txt
## Anzahl der 3-Gramme: 1772105
··M 0.02031 13_10_77
n!· 0.02026 110_33_183
·be 0.02020 10_98_101
m,  0.02015 109_44_32
on· 0.02015 111_110_13
as· 0.02015 97_115_13
gar 0.02009 103_97_114
Nac 0.02009 78_97_99
fte 0.02003 102_116_101
ln  0.01998 108_110_32
ral 0.01998 114_97_108
·tt 0.01998 183_116_116
twa 0.01998 116_119_97
r·n 0.01998 114_183_110
 Ho 0.01992 32_72_111
ris 0.01986 114_105_115
 Kl 0.01986 32_75_108
dde 0.01986 100_100_101
.·· 0.01986 46_183_13
, m 0.01981 44_32_109
, v 0.01981 44_32_118
wan 0.01981 119_97_110
Vor 0.01981 86_111_114
 Gu 0.01975 32_71_117
mel 0.01975 109_101_108
··z 0.01975 13_10_122
s b 0.01975 115_32_98
Es  0.01969 69_115_32
s k 0.01969 115_32_107
ast 0.01969 97_115_116
ro· 0.01964 114_111_183
, b 0.01964 44_32_98
Ste 0.01964 83_116_101
ric 0.01964 114_105_99
ohn 0.01958 111_104_110
let 0.01958 108_101_116
