## Dateiname: 2-grams_programmierer.alph.tab
## Alphabet: programmierer.alph
## Modulus: 89
## Text: programmierer.txt
## Anzahl der 2-Gramme: 23768
 f 0.15146 32_102
pr 0.15146 112_114
nu 0.15146 110_117
im 0.14726 105_109
·· 0.14726 10_13
ol 0.14726 111_108
uc 0.14726 117_99
 T 0.14305 32_84
us 0.14305 117_115
hn 0.14305 104_110
ed 0.14305 101_100
Co 0.14305 67_111
Be 0.13884 66_101
ab 0.13884 97_98
na 0.13463 110_97
-  0.13463 45_32
pu 0.13463 112_117
ür 0.13043 252_114
pe 0.13043 112_101
il 0.12622 105_108
rb 0.12622 114_98
 K 0.12622 32_75
sp 0.12622 115_112
fe 0.12622 102_101
eg 0.12622 101_103
tu 0.12622 116_117
pi 0.12622 112_105
ls 0.12622 108_115
 W 0.12201 32_87
r· 0.12201 114_13
ag 0.12201 97_103
ß  0.12201 223_32
ec 0.12201 101_99
ta 0.12201 116_97
io 0.11781 105_111
ir 0.11781 105_114
 o 0.11781 32_111
hi 0.11781 104_105
od 0.11781 111_100
aß 0.11781 97_223
ck 0.11360 99_107
fü 0.11360 102_252
bs 0.10939 98_115
zi 0.10939 122_105
wa 0.10939 119_97
Sc 0.10939 83_99
ys 0.10518 121_115
ka 0.10518 107_97
ko 0.10518 107_111
e, 0.10098 101_44
 I 0.10098 32_73
oc 0.10098 111_99
eu 0.10098 101_117
ga 0.10098 103_97
t. 0.10098 116_46
 L 0.09677 32_76
o  0.09677 111_32
ts 0.09677 116_115
ib 0.09677 105_98
nk 0.09677 110_107
   0.09256 32_32
r, 0.09256 114_44
rg 0.09256 114_103
·  0.09256 10_32
gs 0.09256 103_115
·d 0.09256 10_100
nz 0.09256 110_122
f  0.08835 102_32
 V 0.08415 32_86
 Z 0.08415 32_90
AN 0.08415 65_78
s· 0.08415 115_13
Di 0.08415 68_105
ef 0.08415 101_102
Ma 0.08415 77_97
uß 0.08415 117_223
to 0.08415 116_111
tt 0.08415 116_116
üb 0.08415 252_98
 U 0.07994 32_85
 N 0.07994 32_78
ue 0.07994 117_101
We 0.07994 87_101
 t 0.07994 32_116
OR 0.07994 79_82
gl 0.07994 103_108
du 0.07994 100_117
zt 0.07994 122_116
-S 0.07994 45_83
RA 0.07994 82_65
kl 0.07994 107_108
t· 0.07994 116_13
FO 0.07573 70_79
uk 0.07573 117_107
Ar 0.07573 65_114
ah 0.07573 97_104
yp 0.07573 121_112
än 0.07573 228_110
·e 0.07573 10_101
sa 0.07573 115_97
Da 0.07573 68_97
TR 0.07573 84_82
RT 0.07573 82_84
Ze 0.07573 90_101
 G 0.07152 32_71
 j 0.07152 32_106
In 0.07152 73_110
rk 0.07152 114_107
Sp 0.07152 83_112
·P 0.07152 10_80
De 0.07152 68_101
 ü 0.07152 32_252
no 0.07152 110_111
,· 0.07152 44_13
Re 0.06732 82_101
·- 0.06732 10_45
rm 0.06732 114_109
ße 0.06732 223_101
bl 0.06732 98_108
Ei 0.06311 69_105
 J 0.06311 32_74
Au 0.06311 65_117
je 0.06311 106_101
St 0.06311 83_116
ön 0.06311 246_110
·S 0.06311 10_83
·s 0.06311 10_115
-P 0.06311 45_80
fa 0.06311 102_97
pt 0.06311 112_116
nf 0.06311 110_102
 - 0.05890 32_45
 H 0.05890 32_72
 R 0.05890 32_82
sy 0.05890 115_121
up 0.05890 117_112
r. 0.05890 114_46
pa 0.05890 112_97
Te 0.05890 84_101
lo 0.05890 108_111
e. 0.05470 101_46
 ( 0.05470 32_40
iz 0.05470 105_122
An 0.05470 65_110
Ve 0.05470 86_101
rh 0.05470 114_104
·E 0.05470 10_69
wo 0.05470 119_111
So 0.05470 83_111
do 0.05470 100_111
gu 0.05470 103_117
ca 0.05470 99_97
d· 0.05470 100_13
i  0.05470 105_32
ku 0.05470 107_117
ih 0.05049 105_104
ug 0.05049 117_103
ul 0.05049 117_108
sl 0.05049 115_108
fo 0.05049 102_111
lb 0.05049 108_98
·A 0.05049 10_65
rf 0.05049 114_102
üs 0.05049 252_115
os 0.05049 111_115
